game,Console,TotalSales,Publisher,genre,Releasedate,urlimg,urlgame
The Liar Princess and the Blind Prince,PS4,0.02,NIS America,Platform,30 Mar 19,https://www.vgchartz.com/games/boxart/full_4345567AmericaFrontccc.jpg,https://www.vgchartz.com/game/221156/the-liar-princess-and-the-blind-prince/?region=All
SteamWorld Dig 2,PS4,0.02,Rising Star Games,Platform,19 Jun 18,https://www.vgchartz.com/games/boxart/full_4029359PALFrontccc.jpg,https://www.vgchartz.com/game/221404/steamworld-dig-2/?region=All
Mega Man X Legacy Collection 1,PS4,0.01,Capcom,Platform,26 Jul 18,https://www.vgchartz.com/games/boxart/full_563348JapanFrontccc.jpg,https://www.vgchartz.com/game/222708/mega-man-x-legacy-collection-1/?region=All
Flashback,PS4,0.01,Microids,Platform,20 Nov 18,https://www.vgchartz.com/games/boxart/full_5542719AmericaFrontccc.jpg,https://www.vgchartz.com/game/223000/flashback/?region=All
LocoRoco Remastered,PS4,0.01,Sony Interactive Entertainment,Platform,09 May 17,https://www.vgchartz.com/games/boxart/full_9636899AmericaFrontccc.jpg,https://www.vgchartz.com/game/189187/locoroco-remastered/?region=All
Teslagrad,PS4,0.01,Rain Games,Platform,28 Oct 14,https://www.vgchartz.com/games/boxart/full_6873338PALFrontccc.jpg,https://www.vgchartz.com/game/84765/teslagrad/?region=All
Mega Man X Legacy Collection 2,PS4,0.01,Capcom,Platform,26 Jul 18,https://www.vgchartz.com/games/boxart/full_2812231JapanFrontccc.jpg,https://www.vgchartz.com/game/222709/mega-man-x-legacy-collection-2/?region=All
Super Meat Boy,PS4,0.01,Team Meat,Platform,29 Apr 16,https://www.vgchartz.com/games/boxart/full_6931231PALFrontccc.jpg,https://www.vgchartz.com/game/86442/super-meat-boy/?region=All
Tetris Effect,PS4,0.25,Sony Interactive Entertainment,Puzzle,09 Nov 18,https://www.vgchartz.com/games/boxart/full_9136328AmericaFrontccc.jpg,https://www.vgchartz.com/game/222107/tetris-effect/?region=All
Angry Birds: Star Wars,PS4,0.23,Activision,Puzzle,15 Nov 13,https://www.vgchartz.com/games/boxart/full_8332713AmericaFrontccc.jpg,https://www.vgchartz.com/game/76928/angry-birds-star-wars/?region=All
Bendy and the Ink Machine,PS4,0.18,Rooster Teeth Games,Puzzle,20 Nov 18,https://www.vgchartz.com/games/boxart/full_8163133AmericaFrontccc.jpg,https://www.vgchartz.com/game/222539/bendy-and-the-ink-machine/?region=All
Puyo Puyo Tetris,PS4,0.10,Sega,Puzzle,25 Apr 17,https://www.vgchartz.com/games/boxart/full_5692946AmericaFrontccc.jpg,https://www.vgchartz.com/game/84186/puyo-puyo-tetris/?region=All
Super Bomberman R,PS4,0.06,Konami Digital Entertainment,Puzzle,12 Jun 18,https://www.vgchartz.com/games/boxart/full_2069050AmericaFrontccc.jpg,https://www.vgchartz.com/game/221491/super-bomberman-r/?region=All
The Talos Principle,PS4,0.04,Nighthawk Interactive,Puzzle,13 Oct 15,https://www.vgchartz.com/games/boxart/full_9104182AmericaFrontccc.jpg,https://www.vgchartz.com/game/84999/the-talos-principle/?region=All
Lumo,PS4,0.04,Rising Star Games,Puzzle,30 Aug 16,https://www.vgchartz.com/games/boxart/full_648545AmericaFrontccc.jpg,https://www.vgchartz.com/game/130882/lumo/?region=All
Marvel Pinball: Epic Collection Volume 1,PS4,0.04,Nighthawk Interactive,Puzzle,08 Nov 16,https://www.vgchartz.com/games/boxart/full_6621879AmericaFrontccc.jpg,https://www.vgchartz.com/game/143149/marvel-pinball-epic-collection-volume-1/?region=All
Tumblestone,PS4,0.03,Nighthawk Interactive,Puzzle,01 Nov 16,https://www.vgchartz.com/games/boxart/full_1538305AmericaFrontccc.jpg,https://www.vgchartz.com/game/138649/tumblestone/?region=All
Tricky Towers,PS4,0.02,Soedesco,Puzzle,17 Nov 17,https://www.vgchartz.com/games/boxart/full_2668661AmericaFrontccc.jpg,https://www.vgchartz.com/game/203189/tricky-towers/?region=All
The Inner World: The Last Wind Monk,PS4,0.02,Kalypso Media,Puzzle,24 Oct 17,https://www.vgchartz.com/games/boxart/full_767495AmericaFrontccc.jpg,https://www.vgchartz.com/game/213702/the-inner-world-the-last-wind-monk/?region=All
Gran Turismo Sport,PS4,3.77,Sony Interactive Entertainment,Racing,17 Oct 17,https://www.vgchartz.com/games/boxart/full_7498235AmericaFrontccc.jpg,https://www.vgchartz.com/game/86332/gran-turismo-sport/?region=All
Need for Speed (2015),PS4,2.72,Electronic Arts,Racing,03 Nov 15,https://www.vgchartz.com/games/boxart/full_3739493AmericaFrontccc.jpg,https://www.vgchartz.com/game/85621/need-for-speed-2015/?region=All
Need for Speed: Payback,PS4,2.18,Electronic Arts,Racing,10 Nov 17,https://www.vgchartz.com/games/boxart/full_6891468AmericaFrontccc.jpg,https://www.vgchartz.com/game/179712/need-for-speed-payback/?region=All
Need for Speed Rivals,PS4,2.17,Electronic Arts,Racing,15 Nov 13,https://www.vgchartz.com/games/boxart/full_6386296AmericaFrontccc.jpg,https://www.vgchartz.com/game/72242/need-for-speed-rivals/?region=All
Driveclub,PS4,2.00,Sony Computer Entertainment,Racing,07 Oct 14,https://www.vgchartz.com/games/boxart/full_8788232AmericaFrontccc.jpg,https://www.vgchartz.com/game/71542/driveclub/?region=All
The Crew,PS4,1.79,Ubisoft,Racing,02 Dec 14,https://www.vgchartz.com/games/boxart/full_4773737AmericaFrontccc.jpg,https://www.vgchartz.com/game/73093/the-crew/?region=All
Project CARS,PS4,1.28,Bandai Namco Games,Racing,12 May 15,https://www.vgchartz.com/games/boxart/full_8741098AmericaFrontccc.jpeg,https://www.vgchartz.com/game/78627/project-cars/?region=All
The Crew 2,PS4,0.82,Ubisoft,Racing,29 Jun 18,https://www.vgchartz.com/games/boxart/full_9188519AmericaFrontccc.jpg,https://www.vgchartz.com/game/198830/the-crew-2/?region=All
F1 2016,PS4,0.78,Codemasters,Racing,01 Jan 17,https://www.vgchartz.com/games/boxart/full_5248298PALFrontccc.png,https://www.vgchartz.com/game/115633/f1-2016/?region=All
WipEout Omega Collection,PS4,0.72,Sony Interactive Entertainment,Racing,06 Jun 17,https://www.vgchartz.com/games/boxart/full_3134521AmericaFrontccc.jpg,https://www.vgchartz.com/game/166066/wipeout-omega-collection/?region=All
F1 2015,PS4,0.68,Codemasters,Racing,21 Jul 15,https://www.vgchartz.com/games/boxart/full_1966900PALFrontccc.jpg,https://www.vgchartz.com/game/85282/f1-2015/?region=All
F1 2017,PS4,0.62,Deep Silver,Racing,25 Aug 17,https://www.vgchartz.com/games/boxart/full_3670653AmericaFrontccc.jpg,https://www.vgchartz.com/game/177462/f1-2017/?region=All
Project CARS 2,PS4,0.55,Namco Bandai Games,Racing,22 Sep 17,https://www.vgchartz.com/games/boxart/full_9221345AmericaFrontccc.jpg,https://www.vgchartz.com/game/189462/project-cars-2/?region=All
F1 2018,PS4,0.53,Codemasters,Racing,24 Aug 18,https://www.vgchartz.com/games/boxart/full_3120075AmericaFrontccc.jpg,https://www.vgchartz.com/game/222006/f1-2018/?region=All
DiRT Rally,PS4,0.51,Codemasters,Racing,05 Apr 16,https://www.vgchartz.com/games/boxart/full_3743977AmericaFrontccc.jpg,https://www.vgchartz.com/game/86260/dirt-rally/?region=All
DiRT 4,PS4,0.49,Deep Silver,Racing,06 Jun 17,https://www.vgchartz.com/games/boxart/full_9133856AmericaFrontccc.jpg,https://www.vgchartz.com/game/158226/dirt-4/?region=All
TrackMania Turbo,PS4,0.47,Ubisoft,Racing,22 Mar 16,https://www.vgchartz.com/games/boxart/full_1808485AmericaFrontccc.jpg,https://www.vgchartz.com/game/95355/trackmania-turbo/?region=All
Burnout Paradise Remastered,PS4,0.37,Electronic Arts,Racing,16 Mar 18,https://www.vgchartz.com/games/boxart/full_6511169AmericaFrontccc.png,https://www.vgchartz.com/game/221164/burnout-paradise-remastered/?region=All
Cars 3: Driven to Win,PS4,0.29,Warner Bros. Interactive Entertainment,Racing,13 Jun 17,https://www.vgchartz.com/games/boxart/full_155797AmericaFrontccc.jpg,https://www.vgchartz.com/game/166964/cars-3-driven-to-win/?region=All
Driveclub VR,PS4,0.27,Sony Interactive Entertainment,Racing,13 Oct 16,https://www.vgchartz.com/games/boxart/full_4987141AmericaFrontccc.jpg,https://www.vgchartz.com/game/137628/driveclub-vr/?region=All
Ride,PS4,0.24,Milestone S.r.l.,Racing,23 Jun 15,https://www.vgchartz.com/games/boxart/full_4560452AmericaFrontccc.jpg,https://www.vgchartz.com/game/85110/ride/?region=All
Micro Machines: World Series,PS4,0.22,Codemasters,Racing,30 Jun 17,https://www.vgchartz.com/games/boxart/full_5922193PALFrontccc.jpg,https://www.vgchartz.com/game/159401/micro-machines-world-series/?region=All
MotoGP 14,PS4,0.20,Namco Bandai Games,Racing,04 Nov 14,https://www.vgchartz.com/games/boxart/full_6934668AmericaFrontccc.jpg,https://www.vgchartz.com/game/82766/motogp-14/?region=All
MotoGP 15,PS4,0.18,Milestone S.r.l.,Racing,24 Jun 15,https://www.vgchartz.com/games/boxart/full_8706852PALFrontccc.jpg,https://www.vgchartz.com/game/85286/motogp-15/?region=All
MXGP 3: The Official Motocross Videogame,PS4,0.17,Milestone,Racing,20 Jun 17,https://www.vgchartz.com/games/boxart/full_822173AmericaFrontccc.jpg,https://www.vgchartz.com/game/158276/mxgp-3-the-official-motocross-videogame/?region=All
TT Isle of Man: Ride on the Edge,PS4,0.17,Big Ben Interactive,Racing,06 Mar 18,https://www.vgchartz.com/games/boxart/full_6748862AmericaFrontccc.jpg,https://www.vgchartz.com/game/221258/tt-isle-of-man-ride-on-the-edge/?region=All
Ride 2,PS4,0.16,Milestone S.r.l,Racing,14 Feb 17,https://www.vgchartz.com/games/boxart/full_9169084AmericaFrontccc.jpg,https://www.vgchartz.com/game/117553/ride-2/?region=All
NASCAR Heat Evolution,PS4,0.15,Dusenberry Martin Racing,Racing,13 Sep 16,https://www.vgchartz.com/games/boxart/full_2460529AmericaFrontccc.jpg,https://www.vgchartz.com/game/114491/nascar-heat-evolution/?region=All
The Crew: Wild Run,PS4,0.14,Ubisoft,Racing,17 Nov 15,https://www.vgchartz.com/games/boxart/full_8126603AmericaFrontccc.png,https://www.vgchartz.com/game/85982/the-crew-wild-run/?region=All
MXGP 2,PS4,0.14,Milestone S.r.l,Racing,21 Jun 16,https://www.vgchartz.com/games/boxart/full_1543451AmericaFrontccc.jpg,https://www.vgchartz.com/game/86446/mxgp-2/?region=All
MotoGP 17,PS4,0.14,Koch Media,Racing,11 Jul 17,https://www.vgchartz.com/games/boxart/full_8605073AmericaFrontccc.jpg,https://www.vgchartz.com/game/168648/motogp-17/?region=All
NASCAR Heat 2,PS4,0.13,704Games,Racing,12 Sep 17,https://www.vgchartz.com/games/boxart/full_1053466AmericaFrontccc.jpg,https://www.vgchartz.com/game/189445/nascar-heat-2/?region=All
Valentino Rossi: The Game,PS4,0.13,Namco Bandai Games,Racing,26 Jul 16,https://www.vgchartz.com/games/boxart/full_9387625PALFrontccc.jpg,https://www.vgchartz.com/game/104763/valentino-rossi-the-game/?region=All
NASCAR Heat 3,PS4,0.13,704Games,Racing,07 Sep 18,https://www.vgchartz.com/games/boxart/full_1848441AmericaFrontccc.jpg,https://www.vgchartz.com/game/222334/nascar-heat-3/?region=All
MX vs ATV All Out,PS4,0.12,THQ Nordic,Racing,27 Mar 18,https://www.vgchartz.com/games/boxart/full_3942439AmericaFrontccc.jpg,https://www.vgchartz.com/game/220574/mx-vs-atv-all-out/?region=All
Monster Energy Supercross - The Official Videogame,PS4,0.11,Milestone S.r.l.,Racing,13 Feb 18,https://www.vgchartz.com/games/boxart/full_5840930AmericaFrontccc.jpg,https://www.vgchartz.com/game/217425/monster-energy-supercross-the-official-videogame/?region=All
ATV Drift & Tricks,PS4,0.09,Maximum Games,Racing,07 Nov 17,https://www.vgchartz.com/games/boxart/full_1370334AmericaFrontccc.jpg,https://www.vgchartz.com/game/213712/atv-drift-amp-tricks/?region=All
Nickelodeon Kart Racers,PS4,0.09,GameMill Entertainment,Racing,23 Oct 18,https://www.vgchartz.com/games/boxart/full_3926896PALFrontccc.jpg,https://www.vgchartz.com/game/222197/nickelodeon-kart-racers/?region=All
Spintires: MudRunner - American Wilds,PS4,0.08,Focus Home Interactive,Racing,23 Oct 18,https://www.vgchartz.com/games/boxart/full_3480593AmericaFrontccc.jpg,https://www.vgchartz.com/game/222755/spintires-mudrunner-american-wilds/?region=All
Gravel,PS4,0.08,Milestone S.r.l.,Racing,27 Feb 18,https://www.vgchartz.com/games/boxart/full_6253315AmericaFrontccc.jpg,https://www.vgchartz.com/game/220672/gravel/?region=All
Assetto Corsa,PS4,0.08,505 Games,Racing,30 Aug 16,https://www.vgchartz.com/games/boxart/full_9585667AmericaFrontccc.jpg,https://www.vgchartz.com/game/119025/assetto-corsa/?region=All
WRC 6,PS4,0.08,Namco Bandai Games,Racing,03 Mar 17,https://www.vgchartz.com/games/boxart/full_3233414AmericaFrontccc.jpg,https://www.vgchartz.com/game/138645/wrc-6/?region=All
Ride 3,PS4,0.07,Bandai Namco Entertainment,Racing,30 Nov 18,https://www.vgchartz.com/games/boxart/full_6393466AmericaFrontccc.jpg,https://www.vgchartz.com/game/222824/ride-3/?region=All
WRC 7,PS4,0.07,Bigben Interactive,Racing,03 Oct 17,https://www.vgchartz.com/games/boxart/full_3662996JapanFrontccc.jpg,https://www.vgchartz.com/game/212048/wrc-7/?region=All
MX vs ATV Supercross Encore 2017 Track Edition,PS4,0.06,THQ Nordic,Racing,04 Jan 17,https://www.vgchartz.com/games/boxart/full_1839476AmericaFrontccc.jpg,https://www.vgchartz.com/game/152574/mx-vs-atv-supercross-encore-2017-track-edition/?region=All
WRC 5: FIA World Rally Championship,PS4,0.06,Bigben Interactive,Racing,24 Nov 15,https://www.vgchartz.com/games/boxart/full_6030739AmericaFrontccc.jpg,https://www.vgchartz.com/game/85967/wrc-5-fia-world-rally-championship/?region=All
MXGP Pro,PS4,0.05,Milestone S.r.l.,Racing,10 Jul 18,https://www.vgchartz.com/games/boxart/full_6786492AmericaFrontccc.jpg,https://www.vgchartz.com/game/221925/mxgp-pro/?region=All
Sébastien Loeb Rally EVO,PS4,0.05,Square Enix,Racing,22 Mar 16,https://www.vgchartz.com/games/boxart/full_7831061AmericaFrontccc.jpg,https://www.vgchartz.com/game/86135/sebastien-loeb-rally-evo/?region=All
Dakar 18,PS4,0.05,Deep Silver,Racing,25 Sep 18,https://www.vgchartz.com/games/boxart/full_8301620PALFrontccc.jpg,https://www.vgchartz.com/game/222391/dakar-18/?region=All
Monster Jam: Crush It,PS4,0.05,GameMill,Racing,17 Jan 17,https://www.vgchartz.com/games/boxart/full_949369AmericaFrontccc.jpg,https://www.vgchartz.com/game/153592/monster-jam-crush-it/?region=All
Onrush,PS4,0.05,Deep Silver,Racing,05 Jun 18,https://www.vgchartz.com/games/boxart/full_3438709PALFrontccc.jpg,https://www.vgchartz.com/game/221237/onrush/?region=All
VR Karts,PS4,0.04,Perp Games,Racing,28 Nov 17,https://www.vgchartz.com/games/boxart/full_5553775AmericaFrontccc.jpg,https://www.vgchartz.com/game/217423/vr-karts/?region=All
All-Star Fruit Racing,PS4,0.03,PQube,Racing,21 Aug 18,https://www.vgchartz.com/games/boxart/full_9484258AmericaFrontccc.jpg,https://www.vgchartz.com/game/222054/all-star-fruit-racing/?region=All
Road Rage,PS4,0.03,Maximum Games,Racing,14 Nov 17,https://www.vgchartz.com/games/boxart/full_8986715AmericaFrontccc.jpg,https://www.vgchartz.com/game/208601/road-rage/?region=All
Baja: Edge of Control HD,PS4,0.03,THQ Nordic,Racing,14 Sep 17,https://www.vgchartz.com/games/boxart/full_707014AmericaFrontccc.jpg,https://www.vgchartz.com/game/203188/baja-edge-of-control-hd/?region=All
Redout,PS4,0.02,505 Games,Racing,29 Aug 17,https://www.vgchartz.com/games/boxart/full_4795913AmericaFrontccc.jpg,https://www.vgchartz.com/game/164684/redout/?region=All
Trailblazers,PS4,0.02,Rising Star Games,Racing,08 May 18,https://www.vgchartz.com/games/boxart/full_4895845AmericaFrontccc.jpg,https://www.vgchartz.com/game/222853/trailblazers/?region=All
FlatOut 4: Total Insanity,PS4,0.02,Unfinished Pixel,Racing,05 May 17,https://www.vgchartz.com/games/boxart/full_3103330AmericaFrontccc.jpg,https://www.vgchartz.com/game/85848/flatout-4-total-insanity/?region=All
GRIP: Combat Racing,PS4,0.01,U&I; Entertainment,Racing,06 Nov 18,https://www.vgchartz.com/games/boxart/full_8849677AmericaFrontccc.jpg,https://www.vgchartz.com/game/221670/grip-combat-racing/?region=All
ATV Renegades,PS4,0.01,Nighthawk Interactive,Racing,18 Apr 17,https://www.vgchartz.com/games/boxart/full_1678207AmericaFrontccc.jpg,https://www.vgchartz.com/game/163772/atv-renegades/?region=All
V-Rally 4,PS4,0.01,Bigben Interactive,Racing,11 Sep 18,https://www.vgchartz.com/games/boxart/full_1138096AmericaFrontccc.jpg,https://www.vgchartz.com/game/222260/v-rally-4/?region=All
Moto Racer 4,PS4,0.01,Microids,Racing,24 Jan 17,https://www.vgchartz.com/games/boxart/full_4567635AmericaFrontccc.jpg,https://www.vgchartz.com/game/142967/moto-racer-4/?region=All
The Witcher 3: Wild Hunt,PS4,10.80,Warner Bros. Interactive Entertainment,Role-Playing,19 May 15,https://www.vgchartz.com/games/boxart/full_7461389AmericaFrontccc.jpg,https://www.vgchartz.com/game/71482/the-witcher-3-wild-hunt/?region=All
Fallout 4,PS4,8.48,Bethesda Softworks,Role-Playing,10 Nov 15,https://www.vgchartz.com/games/boxart/full_2507140AmericaFrontccc.jpg,https://www.vgchartz.com/game/85599/fallout-4/?region=All
Final Fantasy XV,PS4,5.07,Square Enix,Role-Playing,29 Nov 16,https://www.vgchartz.com/games/boxart/full_1882754JapanFrontccc.jpg,https://www.vgchartz.com/game/73124/final-fantasy-xv/?region=All
The Elder Scrolls V: Skyrim Special Edition,PS4,3.36,Bethesda Softworks,Role-Playing,28 Oct 16,https://www.vgchartz.com/games/boxart/full_7599322AmericaFrontccc.jpg,https://www.vgchartz.com/game/119946/the-elder-scrolls-v-skyrim-special-edition/?region=All
Diablo III: Ultimate Evil Edition,PS4,2.82,Blizzard Entertainment,Role-Playing,19 Aug 14,https://www.vgchartz.com/games/boxart/full_3702821AmericaFrontccc.jpg,https://www.vgchartz.com/game/71538/diablo-iii-ultimate-evil-edition/?region=All
Dark Souls III,PS4,2.45,Namco Bandai Games,Role-Playing,12 Apr 16,https://www.vgchartz.com/games/boxart/full_6276285AmericaFrontccc.jpg,https://www.vgchartz.com/game/85669/dark-souls-iii/?region=All
Dragon Age: Inquisition,PS4,2.34,Electronic Arts,Role-Playing,18 Nov 14,https://www.vgchartz.com/games/boxart/full_5737361AmericaFrontccc.jpg,https://www.vgchartz.com/game/81792/dragon-age-inquisition/?region=All
NieR: Automata,PS4,2.20,Square Enix,Role-Playing,07 Mar 17,https://www.vgchartz.com/games/boxart/full_3359022AmericaFrontccc.jpg,https://www.vgchartz.com/game/86399/nier-automata/?region=All
Dragon Quest XI: Echoes of an Elusive Age,PS4,2.04,Square Enix,Role-Playing,04 Sep 18,https://www.vgchartz.com/games/boxart/full_3596609AmericaFrontccc.jpg,https://www.vgchartz.com/game/193411/dragon-quest-xi-echoes-of-an-elusive-age/?region=All
Bloodborne,PS4,2.00,Sony Computer Entertainment,Role-Playing,24 Mar 15,https://www.vgchartz.com/games/boxart/full_157272AmericaFrontccc.png,https://www.vgchartz.com/game/82937/bloodborne/?region=All
Kingdom Hearts HD I.5 + II.5 ReMIX,PS4,1.80,Square Enix,Role-Playing,28 Mar 17,https://www.vgchartz.com/games/boxart/full_3406993AmericaFrontccc.jpg,https://www.vgchartz.com/game/141654/kingdom-hearts-hd-i5-ii5-remix/?region=All
Persona 5,PS4,1.64,Atlus,Role-Playing,04 Apr 17,https://www.vgchartz.com/games/boxart/full_4399977AmericaFrontccc.jpg,https://www.vgchartz.com/game/84679/persona-5/?region=All
Mass Effect: Andromeda,PS4,1.49,Electronic Arts,Role-Playing,21 Mar 17,https://www.vgchartz.com/games/boxart/full_1916775AmericaFrontccc.png,https://www.vgchartz.com/game/83369/mass-effect-andromeda/?region=All
South Park: The Fractured But Whole,PS4,1.43,Ubisoft,Role-Playing,17 Oct 17,https://www.vgchartz.com/games/boxart/full_5007495AmericaFrontccc.jpg,https://www.vgchartz.com/game/85736/south-park-the-fractured-but-whole/?region=All
Fallout 76,PS4,1.32,Bethesda Softworks,Role-Playing,14 Nov 18,https://www.vgchartz.com/games/boxart/full_1517894AmericaFrontccc.jpg,https://www.vgchartz.com/game/222026/fallout-76/?region=All
Kingdom Hearts HD II.8 Final Chapter Prologue,PS4,1.30,Square Enix,Role-Playing,24 Jan 17,https://www.vgchartz.com/games/boxart/full_8761455AmericaFrontccc.jpg,https://www.vgchartz.com/game/85993/kingdom-hearts-hd-ii8-final-chapter-prologue/?region=All
The Elder Scrolls V: Skyrim VR,PS4,1.13,Bethesda Softworks,Role-Playing,17 Nov 17,https://www.vgchartz.com/games/boxart/full_6882091AmericaFrontccc.jpg,https://www.vgchartz.com/game/210249/the-elder-scrolls-v-skyrim-vr/?region=All
Final Fantasy Type-0 HD,PS4,1.00,Square Enix,Role-Playing,17 Mar 15,https://www.vgchartz.com/games/boxart/full_1774495JapanFrontccc.png,https://www.vgchartz.com/game/82938/final-fantasy-type-0-hd/?region=All
Final Fantasy XII: The Zodiac Age,PS4,1.00,Square Enix,Role-Playing,11 Jul 17,https://www.vgchartz.com/games/boxart/full_7946846AmericaFrontccc.jpg,https://www.vgchartz.com/game/116829/final-fantasy-xii-the-zodiac-age/?region=All
Final Fantasy X / X-2 HD Remaster,PS4,0.90,Square Enix,Role-Playing,12 May 15,https://www.vgchartz.com/games/boxart/full_9865324AmericaFrontccc.png,https://www.vgchartz.com/game/85469/final-fantasy-x-x-2-hd-remaster/?region=All
Ni no Kuni II: Revenant Kingdom,PS4,0.89,Namco Bandai Games,Role-Playing,23 Mar 18,https://www.vgchartz.com/games/boxart/full_4917983AmericaFrontccc.jpg,https://www.vgchartz.com/game/86254/ni-no-kuni-ii-revenant-kingdom/?region=All
Deus Ex: Mankind Divided,PS4,0.72,Square Enix,Role-Playing,23 Aug 16,https://www.vgchartz.com/games/boxart/full_1199034PALFrontccc.jpg,https://www.vgchartz.com/game/85342/deus-ex-mankind-divided/?region=All
Final Fantasy VII Remake,PS4,0.70,Square Enix,Role-Playing,10 Apr 20,https://www.vgchartz.com/games/boxart/full_3186217AmericaFrontccc.jpg,https://www.vgchartz.com/game/85671/final-fantasy-vii-remake/?region=All
Dark Souls II: Scholar of the First Sin,PS4,0.69,Namco Bandai Games,Role-Playing,07 Apr 15,https://www.vgchartz.com/games/boxart/full_1379692AmericaFrontccc.jpg,https://www.vgchartz.com/game/85345/dark-souls-ii-scholar-of-the-first-sin/?region=All
Tales of Berseria,PS4,0.65,Namco Bandai Games,Role-Playing,24 Jan 17,https://www.vgchartz.com/games/boxart/full_8264080AmericaFrontccc.jpg,https://www.vgchartz.com/game/86343/tales-of-berseria/?region=All
World of Final Fantasy,PS4,0.62,Square Enix,Role-Playing,25 Oct 16,https://www.vgchartz.com/games/boxart/full_2016907AmericaFrontccc.jpg,https://www.vgchartz.com/game/85673/world-of-final-fantasy/?region=All
Dragon Quest Builders: Revive Alefgard,PS4,0.58,Square Enix,Role-Playing,11 Oct 16,https://www.vgchartz.com/games/boxart/full_8723704AmericaFrontccc.jpg,https://www.vgchartz.com/game/85909/dragon-quest-builders-revive-alefgard/?region=All
Kingdom Come: Deliverance,PS4,0.56,Deep Silver,Role-Playing,13 Feb 18,https://www.vgchartz.com/games/boxart/full_766638AmericaFrontccc.jpg,https://www.vgchartz.com/game/79056/kingdom-come-deliverance/?region=All
Lords of the Fallen,PS4,0.55,Namco Bandai Games,Role-Playing,28 Oct 14,https://www.vgchartz.com/games/boxart/full_3003188AmericaFrontccc.jpg,https://www.vgchartz.com/game/72207/lords-of-the-fallen/?region=All
Dark Souls: Remastered,PS4,0.49,Bandai Namco Entertainment,Role-Playing,25 May 18,https://www.vgchartz.com/games/boxart/full_245146AmericaFrontccc.jpg,https://www.vgchartz.com/game/220636/dark-souls-remastered/?region=All
Tales of Zestiria,PS4,0.45,Namco Bandai Games,Role-Playing,20 Oct 15,https://www.vgchartz.com/games/boxart/full_8882583AmericaFrontccc.jpg,https://www.vgchartz.com/game/85654/tales-of-zestiria/?region=All
Star Ocean 5: Integrity and Faithlessness,PS4,0.45,Square Enix,Role-Playing,28 Jun 16,https://www.vgchartz.com/games/boxart/full_9284279JapanFrontccc.jpg,https://www.vgchartz.com/game/85377/star-ocean-5-integrity-and-faithlessness/?region=All
Sword Art Online: Hollow Realization,PS4,0.41,Namco Bandai Games,Role-Playing,08 Nov 16,https://www.vgchartz.com/games/boxart/full_8194774AmericaFrontccc.jpg,https://www.vgchartz.com/game/95433/sword-art-online-hollow-realization/?region=All
Persona 5 Royal,PS4,0.40,Atlus,Role-Playing,31 Mar 20,https://www.vgchartz.com/games/boxart/full_244899JapanFrontccc.jpg,https://www.vgchartz.com/game/224750/persona-5-royal/?region=All
Vampyr,PS4,0.37,Focus Home Interactive,Role-Playing,05 Jun 18,https://www.vgchartz.com/games/boxart/full_5316488AmericaFrontccc.jpg,https://www.vgchartz.com/game/181516/vampyr/?region=All
Sword Art Online: Lost Song,PS4,0.36,Namco Bandai Games,Role-Playing,17 Nov 15,https://www.vgchartz.com/games/boxart/full_1742861AmericaFrontccc.jpg,https://www.vgchartz.com/game/85550/sword-art-online-lost-song/?region=All
Disgaea 5: Alliance of Vengeance,PS4,0.35,NIS America,Role-Playing,06 Oct 15,https://www.vgchartz.com/games/boxart/full_2625939AmericaFrontccc.jpg,https://www.vgchartz.com/game/84506/disgaea-5-alliance-of-vengeance/?region=All
Odin Sphere: Leifthrasir,PS4,0.34,Atlus,Role-Playing,07 Jun 16,https://www.vgchartz.com/games/boxart/full_785538PALFrontccc.jpg,https://www.vgchartz.com/game/85793/odin-sphere-leifthrasir/?region=All
Divinity: Original Sin,PS4,0.34,Focus Home Interactive,Role-Playing,27 Oct 15,https://www.vgchartz.com/games/boxart/full_4559745AmericaFrontccc.jpg,https://www.vgchartz.com/game/85624/divinity-original-sin/?region=All
Valkyria Chronicles Remastered,PS4,0.33,Sega,Role-Playing,17 May 16,https://www.vgchartz.com/games/boxart/full_6174277AmericaFrontccc.jpg,https://www.vgchartz.com/game/86203/valkyria-chronicles-remastered/?region=All
Sword Art Online: Fatal Bullet,PS4,0.29,Namco Bandai Games,Role-Playing,23 Feb 18,https://www.vgchartz.com/games/boxart/full_9960543AmericaFrontccc.jpg,https://www.vgchartz.com/game/203225/sword-art-online-fatal-bullet/?region=All
Secret of Mana,PS4,0.28,Square Enix,Role-Playing,15 Feb 18,https://www.vgchartz.com/games/boxart/full_7371924AmericaFrontccc.jpg,https://www.vgchartz.com/game/219929/secret-of-mana/?region=All
Valkyria Chronicles 4,PS4,0.25,Sega,Role-Playing,25 Sep 18,https://www.vgchartz.com/games/boxart/full_731678AmericaFrontccc.jpg,https://www.vgchartz.com/game/220842/valkyria-chronicles-4/?region=All
.hack//G.U. Last Recode,PS4,0.24,Namco Bandai Games,Role-Playing,03 Nov 17,https://www.vgchartz.com/games/boxart/full_4731444AmericaFrontccc.jpg,https://www.vgchartz.com/game/184291/hackgu-last-recode/?region=All
Digimon World: Next Order,PS4,0.24,Namco Bandai Games,Role-Playing,31 Jan 17,https://www.vgchartz.com/games/boxart/full_6549575AmericaFrontccc.jpg,https://www.vgchartz.com/game/136958/digimon-world-next-order/?region=All
