game,Console,TotalSales,Publisher,genre,Releasedate,urlimg,urlgame
Mega Man Legacy Collection 1+2,NS,0.25,Capcom,Platform,22 May 18,https://www.vgchartz.com/games/boxart/full_1474256AmericaFrontccc.jpg,https://www.vgchartz.com/game/221125/mega-man-legacy-collection-12/?region=All
Skylanders Imaginators,NS,0.23,Activision,Platform,03 Mar 17,https://www.vgchartz.com/games/boxart/full_2197944AmericaFrontccc.jpg,https://www.vgchartz.com/game/153116/skylanders-imaginators/?region=All
Cave Story+,NS,0.15,Nicalis,Platform,20 Jun 17,https://www.vgchartz.com/games/boxart/full_1222752AmericaFrontccc.jpg,https://www.vgchartz.com/game/166962/cave-story/?region=All
Paw Patrol on a Roll,NS,0.13,Outright Games,Platform,23 Oct 18,https://www.vgchartz.com/games/boxart/full_6028091PALFrontccc.jpg,https://www.vgchartz.com/game/222519/paw-patrol-on-a-roll/?region=All
Shantae: Half-Genie Hero,NS,0.12,Xseed Games,Platform,08 May 18,https://www.vgchartz.com/games/boxart/full_5921075AmericaFrontccc.jpg,https://www.vgchartz.com/game/220577/shantae-half-genie-hero/?region=All
Poi,NS,0.07,Polykid,Platform,01 Feb 17,https://www.vgchartz.com/games/boxart/full_5564174AmericaFrontccc.jpg,https://www.vgchartz.com/game/206655/poi/?region=All
Scribblenauts: Showdown,NS,0.07,Warner Bros. Interactive,Platform,06 Mar 18,https://www.vgchartz.com/games/boxart/full_8927022AmericaFrontccc.jpg,https://www.vgchartz.com/game/220819/scribblenauts-showdown/?region=All
The End is Nigh,NS,0.06,Nicalis,Platform,12 Dec 17,https://www.vgchartz.com/games/boxart/full_3735033AmericaFrontccc.png,https://www.vgchartz.com/game/210250/the-end-is-nigh/?region=All
Owlboy,NS,0.05,Soedesco,Platform,29 May 18,https://www.vgchartz.com/games/boxart/full_4912104AmericaFrontccc.jpg,https://www.vgchartz.com/game/220382/owlboy/?region=All
Little Nightmares,NS,0.05,Bandai Namco Entertainment,Platform,18 May 18,https://www.vgchartz.com/games/boxart/full_3899983AmericaFrontccc.jpg,https://www.vgchartz.com/game/221266/little-nightmares/?region=All
Toki Collector's Edition,NS,0.05,Microids,Platform,22 Nov 18,https://www.vgchartz.com/games/boxart/full_603073AmericaFrontccc.png,https://www.vgchartz.com/game/222620/toki-collectors-edition/?region=All
Wonder Boy: The Dragon's Trap (Remake),NS,0.05,DotEmu,Platform,18 Apr 17,https://www.vgchartz.com/games/boxart/full_7933968AmericaFrontccc.jpg,https://www.vgchartz.com/game/188498/wonder-boy-the-dragons-trap-remake/?region=All
Salt and Sanctuary,NS,0.03,Leadman Games,Platform,11 Dec 18,https://www.vgchartz.com/games/boxart/full_2146880AmericaFrontccc.jpg,https://www.vgchartz.com/game/222526/salt-and-sanctuary/?region=All
Flashback,NS,0.03,Maximum Games,Platform,20 Nov 18,https://www.vgchartz.com/games/boxart/full_6901903PALFrontccc.jpg,https://www.vgchartz.com/game/221372/flashback/?region=All
de Blob 2,NS,0.03,THQ Nordic,Platform,28 Aug 18,https://www.vgchartz.com/games/boxart/full_3813791AmericaFrontccc.jpg,https://www.vgchartz.com/game/221108/de-blob-2/?region=All
Mega Man X Legacy Collection 1+2,NS,0.03,Capcom,Platform,24 Jul 18,https://www.vgchartz.com/games/boxart/full_699032AmericaFrontccc.jpg,https://www.vgchartz.com/game/221983/mega-man-x-legacy-collection-12/?region=All
The Liar Princess and the Blind Prince,NS,0.02,NIS America,Platform,30 Mar 19,https://www.vgchartz.com/games/boxart/full_1025315AmericaFrontccc.jpg,https://www.vgchartz.com/game/221155/the-liar-princess-and-the-blind-prince/?region=All
Runner3,NS,0.02,Nicalis,Platform,22 May 18,https://www.vgchartz.com/games/boxart/full_1841092AmericaFrontccc.jpg,https://www.vgchartz.com/game/220918/runner3/?region=All
Mega Man X Legacy Collection 1,NS,0.01,Capcom,Platform,26 Jul 18,https://www.vgchartz.com/games/boxart/full_1843201AmericaFrontccc.png,https://www.vgchartz.com/game/222707/mega-man-x-legacy-collection-1/?region=All
Candle: The Power of the Flame,NS,0.01,Merge Games,Platform,16 Oct 18,https://www.vgchartz.com/games/boxart/full_1381415AmericaFrontccc.jpg,https://www.vgchartz.com/game/222296/candle-the-power-of-the-flame/?region=All
Mega Man X Legacy Collection 2,NS,0.01,Capcom,Platform,26 Jul 18,https://www.vgchartz.com/games/boxart/full_9528840AmericaFrontccc.png,https://www.vgchartz.com/game/222710/mega-man-x-legacy-collection-2/?region=All
SteamWorld Dig 2,NS,0.01,Rising Star Games,Platform,19 Jun 18,https://www.vgchartz.com/games/boxart/full_186971AmericaFrontccc.jpg,https://www.vgchartz.com/game/221401/steamworld-dig-2/?region=All
Giana Sisters: Twisted Dreams,NS,0.01,THQ Nordic,Platform,25 Sep 18,https://www.vgchartz.com/games/boxart/full_7302475PALFrontccc.jpg,https://www.vgchartz.com/game/222973/giana-sisters-twisted-dreams/?region=All
Super Putty Squad,NS,0.01,System 3,Platform,09 Nov 17,https://www.vgchartz.com/games/boxart/full_3183611PALFrontccc.jpg,https://www.vgchartz.com/game/220812/super-putty-squad/?region=All
Captain Toad: Treasure Tracker,NS,1.18,Nintendo,Puzzle,13 Jul 18,https://www.vgchartz.com/games/boxart/full_7236801AmericaFrontccc.jpg,https://www.vgchartz.com/game/221271/captain-toad-treasure-tracker/?region=All
Super Bomberman R,NS,0.87,Konami Digital Entertainment,Puzzle,03 Mar 17,https://www.vgchartz.com/games/boxart/full_6805319AmericaFrontccc.jpg,https://www.vgchartz.com/game/153119/super-bomberman-r/?region=All
Puyo Puyo Tetris,NS,0.55,Sega,Puzzle,25 Apr 17,https://www.vgchartz.com/games/boxart/full_9894560AmericaFrontccc.jpg,https://www.vgchartz.com/game/153123/puyo-puyo-tetris/?region=All
Bendy and the Ink Machine,NS,0.17,Rooster Teeth Games,Puzzle,20 Nov 18,https://www.vgchartz.com/games/boxart/full_3089000AmericaFrontccc.jpg,https://www.vgchartz.com/game/222418/bendy-and-the-ink-machine/?region=All
"Snipperclips Plus: Cut It Out, Together!",NS,0.12,Nintendo,Puzzle,03 Mar 17,https://www.vgchartz.com/games/boxart/full_2953901AmericaFrontccc.jpg,https://www.vgchartz.com/game/162763/snipperclips-plus-cut-it-out-together/?region=All
Sushi Striker: The Way of Sushido,NS,0.07,Nintendo,Puzzle,08 Jun 18,https://www.vgchartz.com/games/boxart/full_7662563AmericaFrontccc.jpg,https://www.vgchartz.com/game/221273/sushi-striker-the-way-of-sushido/?region=All
Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy DX,NS,0.03,Level 5,Puzzle,08 Nov 19,https://www.vgchartz.com/games/boxart/full_5940192PALFrontccc.jpg,https://www.vgchartz.com/game/222822/laytons-mystery-journey-katrielle-and-the-millionaires-conspiracy-dx/?region=All
"Soldam: Drop, Connect, Erase",NS,0.02,Dispatch Games,Puzzle,10 Oct 17,https://www.vgchartz.com/games/boxart/full_6027569AmericaFrontccc.jpg,https://www.vgchartz.com/game/192937/soldam-drop-connect-erase/?region=All
Lumo,NS,0.02,Rising Star Games,Puzzle,21 Nov 17,https://www.vgchartz.com/games/boxart/full_6650964AmericaFrontccc.jpg,https://www.vgchartz.com/game/220601/lumo/?region=All
Gotouchi Tetsudou for Nintendo Switch!!,NS,0.02,Bandai Namco Games,Puzzle,22 Feb 18,https://www.vgchartz.com/games/boxart/full_6033550JapanFrontccc.jpg,https://www.vgchartz.com/game/220908/gotouchi-tetsudou-for-nintendo-switch/?region=All
Mario Kart 8 Deluxe,NS,24.77,Nintendo,Racing,28 Apr 17,https://www.vgchartz.com/games/boxart/full_895207AmericaFrontccc.png,https://www.vgchartz.com/game/153114/mario-kart-8-deluxe/?region=All
Nintendo Labo: Toy-Con 03 Vehicle Kit,NS,0.41,Nintendo,Racing,14 Sep 18,https://www.vgchartz.com/games/boxart/full_5283456AmericaFrontccc.png,https://www.vgchartz.com/game/222409/nintendo-labo-toy-con-03-vehicle-kit/?region=All
Cars 3: Driven to Win,NS,0.32,Warner Bros. Interactive Entertainment,Racing,13 Jun 17,https://www.vgchartz.com/games/boxart/full_2813536AmericaFrontccc.jpg,https://www.vgchartz.com/game/166963/cars-3-driven-to-win/?region=All
Gear.Club Unlimited,NS,0.15,Microids,Racing,21 Nov 17,https://www.vgchartz.com/games/boxart/full_9900131AmericaFrontccc.jpg,https://www.vgchartz.com/game/206656/gearclub-unlimited/?region=All
Nickelodeon Kart Racers,NS,0.13,GameMill Entertainment,Racing,23 Oct 18,https://www.vgchartz.com/games/boxart/full_7655020PALFrontccc.jpg,https://www.vgchartz.com/game/222199/nickelodeon-kart-racers/?region=All
MXGP 3: The Official Motocross Videogame,NS,0.08,Milestone S.r.l.,Racing,17 Nov 17,https://www.vgchartz.com/games/boxart/full_1808207AmericaFrontccc.jpg,https://www.vgchartz.com/game/219846/mxgp-3-the-official-motocross-videogame/?region=All
Monster Jam: Crush It,NS,0.08,GameMill,Racing,31 Oct 17,https://www.vgchartz.com/games/boxart/full_3270846AmericaFrontccc.png,https://www.vgchartz.com/game/204846/monster-jam-crush-it/?region=All
Spintires: MudRunner - American Wilds,NS,0.06,Maximum Games,Racing,23 Oct 18,https://www.vgchartz.com/games/boxart/full_7194843AmericaFrontccc.jpg,https://www.vgchartz.com/game/222753/spintires-mudrunner-american-wilds/?region=All
Snow Moto Racing Freedom,NS,0.03,Big Ben Interactive,Racing,27 Mar 18,https://www.vgchartz.com/games/boxart/full_8850787AmericaFrontccc.jpg,https://www.vgchartz.com/game/220898/snow-moto-racing-freedom/?region=All
Monster Energy Supercross - The Official Videogame,NS,0.03,Milestone S.r.l.,Racing,13 Feb 18,https://www.vgchartz.com/games/boxart/full_7323254AmericaFrontccc.jpg,https://www.vgchartz.com/game/217424/monster-energy-supercross-the-official-videogame/?region=All
Aqua Moto Racing Utopia,NS,0.03,Big Ben Interactive,Racing,27 Mar 18,https://www.vgchartz.com/games/boxart/full_6253633AmericaFrontccc.jpg,https://www.vgchartz.com/game/220897/aqua-moto-racing-utopia/?region=All
Gear Club Unlimited 2,NS,0.02,Microids,Racing,04 Dec 18,https://www.vgchartz.com/games/boxart/full_1621469PALFrontccc.jpg,https://www.vgchartz.com/game/222911/gear-club-unlimited-2/?region=All
GRIP: Combat Racing,NS,0.02,U&I Entertainment,Racing,06 Nov 18,https://www.vgchartz.com/games/boxart/full_3394357AmericaFrontccc.jpg,https://www.vgchartz.com/game/221671/grip-combat-racing/?region=All
Moto Racer 4,NS,0.01,Maximum Games,Racing,20 Nov 18,https://www.vgchartz.com/games/boxart/full_6139177AmericaFrontccc.jpg,https://www.vgchartz.com/game/222987/moto-racer-4/?region=All
All-Star Fruit Racing,NS,0.01,PQube,Racing,21 Aug 18,https://www.vgchartz.com/games/boxart/full_9336503AmericaFrontccc.jpg,https://www.vgchartz.com/game/222055/all-star-fruit-racing/?region=All
Trailblazers,NS,0.01,Rising Star Games,Racing,15 Apr 18,https://www.vgchartz.com/games/boxart/full_7293146AmericaFrontccc.jpg,https://www.vgchartz.com/game/222851/trailblazers/?region=All
ATV Drift & Tricks,NS,0.01,Microids,Racing,22 Nov 18,https://www.vgchartz.com/games/boxart/full_2235276AmericaFrontccc.png,https://www.vgchartz.com/game/222998/atv-drift-amp-tricks/?region=All
Pokémon Sword / Shield,NS,17.37,Nintendo,Role-Playing,15 Nov 19,https://www.vgchartz.com/games/boxart/full_5364794AmericaFrontccc.jpg,https://www.vgchartz.com/game/223748/pokemon-sword-shield/?region=All
"Pokémon: Let's Go, Pikachu/Eevee",NS,11.97,Nintendo,Role-Playing,16 Nov 18,https://www.vgchartz.com/games/boxart/full_2669309AmericaFrontccc.jpg,https://www.vgchartz.com/game/223377/pokemon-lets-go-pikachueevee/?region=All
"Pokémon: Let's Go, Pikachu!",NS,4.57,Nintendo,Role-Playing,16 Nov 18,https://www.vgchartz.com/games/boxart/full_7522699AmericaFrontccc.jpg,https://www.vgchartz.com/game/222024/pokemon-lets-go-pikachu/?region=All
Fire Emblem: Three Houses,NS,2.87,Nintendo,Role-Playing,26 Jul 19,https://www.vgchartz.com/games/boxart/full_4873458AmericaFrontccc.jpg,https://www.vgchartz.com/game/222154/fire-emblem-three-houses/?region=All
"Pokémon: Let's Go, Eevee!",NS,2.73,Nintendo,Role-Playing,16 Nov 18,https://www.vgchartz.com/games/boxart/full_6673831AmericaFrontccc.jpg,https://www.vgchartz.com/game/222025/pokemon-lets-go-eevee/?region=All
Xenoblade Chronicles 2,NS,1.73,Nintendo,Role-Playing,01 Dec 17,https://www.vgchartz.com/games/boxart/full_6928169AmericaFrontccc.png,https://www.vgchartz.com/game/152832/xenoblade-chronicles-2/?region=All
Octopath Traveler,NS,1.50,Nintendo,Role-Playing,13 Jul 18,https://www.vgchartz.com/games/boxart/full_3074366AmericaFrontccc.jpg,https://www.vgchartz.com/game/213656/octopath-traveler/?region=All
Pokémon Mystery Dungeon: Rescue Team DX,NS,1.26,Nintendo,Role-Playing,06 Mar 20,https://www.vgchartz.com/games/boxart/full_4940917AmericaFrontccc.jpg,https://www.vgchartz.com/game/225926/pokemon-mystery-dungeon-rescue-team-dx/?region=All
The Elder Scrolls V: Skyrim,NS,1.15,Bethesda Softworks,Role-Playing,17 Nov 17,https://www.vgchartz.com/games/boxart/full_8154944AmericaFrontccc.png,https://www.vgchartz.com/game/161518/the-elder-scrolls-v-skyrim/?region=All
The Witcher 3: Complete Edition,NS,0.70,CD Projekt Red Studio,Role-Playing,15 Oct 19,https://www.vgchartz.com/games/boxart/full_7228924AmericaFrontccc.jpg,https://www.vgchartz.com/game/225069/the-witcher-3-complete-edition/?region=All
Disgaea 5 Complete,NS,0.34,NIS America,Role-Playing,23 May 17,https://www.vgchartz.com/games/boxart/full_2806511AmericaFrontccc.jpg,https://www.vgchartz.com/game/156625/disgaea-5-complete/?region=All
Dark Souls: Remastered,NS,0.33,Bandai Namco Entertainment,Role-Playing,19 Oct 18,https://www.vgchartz.com/games/boxart/full_9834798AmericaFrontccc.jpg,https://www.vgchartz.com/game/220634/dark-souls-remastered/?region=All
The World Ends with You: Final Remix,NS,0.27,Nintendo,Role-Playing,12 Oct 18,https://www.vgchartz.com/games/boxart/full_3944418AmericaFrontccc.jpg,https://www.vgchartz.com/game/220633/the-world-ends-with-you-final-remix/?region=All
Dragon Quest Builders: Revive Alefgard,NS,0.22,Square Enix,Role-Playing,09 Feb 18,https://www.vgchartz.com/games/boxart/full_2679855AmericaFrontccc.png,https://www.vgchartz.com/game/220650/dragon-quest-builders-revive-alefgard/?region=All
Xenoblade Chronicles 2: Torna ~ The Golden Country,NS,0.16,Nintendo,Role-Playing,21 Sep 18,https://www.vgchartz.com/games/boxart/full_8966602AmericaFrontccc.jpg,https://www.vgchartz.com/game/222156/xenoblade-chronicles-2-torna-the-golden-country/?region=All
Moonlighter,NS,0.15,Merge Games,Role-Playing,09 Nov 18,https://www.vgchartz.com/games/boxart/full_2221640AmericaFrontccc.jpg,https://www.vgchartz.com/game/222035/moonlighter/?region=All
South Park: The Fractured But Whole,NS,0.14,Ubisoft,Role-Playing,24 Apr 18,https://www.vgchartz.com/games/boxart/full_33715AmericaFrontccc.jpg,https://www.vgchartz.com/game/221267/south-park-the-fractured-but-whole/?region=All
The Snack World: Trejarers Gold,NS,0.12,Level 5,Role-Playing,14 Feb 20,https://www.vgchartz.com/games/boxart/full_1025614AmericaFrontccc.png,https://www.vgchartz.com/game/221906/the-snack-world-trejarers-gold/?region=All
Ys VIII: Lacrimosa of Dana,NS,0.11,NIS America,Role-Playing,26 Jun 18,https://www.vgchartz.com/games/boxart/full_7513537PALFrontccc.png,https://www.vgchartz.com/game/220632/ys-viii-lacrimosa-of-dana/?region=All
Dragon Quest Heroes I & II for Nintendo Switch,NS,0.09,Square Enix,Role-Playing,03 Mar 17,https://www.vgchartz.com/games/boxart/full_1095635JapanFrontccc.jpg,https://www.vgchartz.com/game/161261/dragon-quest-heroes-i-amp-ii-for-nintendo-switch/?region=All
Shining Resonance Refrain,NS,0.09,Sega,Role-Playing,10 Jul 18,https://www.vgchartz.com/games/boxart/full_4057139AmericaFrontccc.jpg,https://www.vgchartz.com/game/221175/shining-resonance-refrain/?region=All
Seiken Densetsu Collection,NS,0.07,Square Enix,Role-Playing,01 Jun 17,https://www.vgchartz.com/games/boxart/full_8823873JapanFrontccc.jpg,https://www.vgchartz.com/game/187030/seiken-densetsu-collection/?region=All
Victor Vran: Overkill Edition,NS,0.06,Wired Productions,Role-Playing,28 Aug 18,https://www.vgchartz.com/games/boxart/full_9729027AmericaFrontccc.jpg,https://www.vgchartz.com/game/221370/victor-vran-overkill-edition/?region=All
Disgaea 1 Complete,NS,0.06,NIS America,Role-Playing,09 Oct 18,https://www.vgchartz.com/games/boxart/full_5524695AmericaFrontccc.jpg,https://www.vgchartz.com/game/221889/disgaea-1-complete/?region=All
Portal Knights,NS,0.06,505 Games,Role-Playing,13 Feb 18,https://www.vgchartz.com/games/boxart/full_701529AmericaFrontccc.jpg,https://www.vgchartz.com/game/220227/portal-knights/?region=All
I am Setsuna,NS,0.05,Square Enix,Role-Playing,03 Mar 17,https://www.vgchartz.com/games/boxart/full_9315869JapanFrontccc.jpeg,https://www.vgchartz.com/game/161266/i-am-setsuna/?region=All
Battle Chasers: Nightwar,NS,0.05,THQ Nordic,Role-Playing,15 May 18,https://www.vgchartz.com/games/boxart/full_9981702AmericaFrontccc.jpg,https://www.vgchartz.com/game/179406/battle-chasers-nightwar/?region=All
Lost Sphear,NS,0.04,Square Enix,Role-Playing,23 Jan 18,https://www.vgchartz.com/games/boxart/full_7477406AmericaFrontccc.png,https://www.vgchartz.com/game/191224/lost-sphear/?region=All
Darkest Dungeon,NS,0.03,Merge Games,Role-Playing,24 Apr 18,https://www.vgchartz.com/games/boxart/full_7952090AmericaFrontccc.jpg,https://www.vgchartz.com/game/220843/darkest-dungeon/?region=All
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,NS,0.03,Tecmo Koei,Role-Playing,27 Mar 18,https://www.vgchartz.com/games/boxart/full_3970125AmericaFrontccc.jpg,https://www.vgchartz.com/game/205780/atelier-lydie-amp-suelle-the-alchemists-and-the-mysterious-paintings/?region=All
The Lost Child,NS,0.03,NIS America,Role-Playing,19 Jun 18,https://www.vgchartz.com/games/boxart/full_4161347AmericaFrontccc.jpg,https://www.vgchartz.com/game/221236/the-lost-child/?region=All
Labyrinth of Refrain: Coven of Dusk,NS,0.02,NIS America,Role-Playing,18 Sep 18,https://www.vgchartz.com/games/boxart/full_2787569AmericaFrontccc.jpg,https://www.vgchartz.com/game/221233/labyrinth-of-refrain-coven-of-dusk/?region=All
SaGa: Scarlet Grace,NS,0.02,Square Enix,Role-Playing,03 Dec 19,https://www.vgchartz.com/games/boxart/full_4099330JapanFrontccc.jpg,https://www.vgchartz.com/game/222675/saga-scarlet-grace/?region=All
Undertale,NS,0.02,8-4,Role-Playing,18 Sep 18,https://www.vgchartz.com/games/boxart/full_2572014AmericaFrontccc.jpg,https://www.vgchartz.com/game/221277/undertale/?region=All
Touhou Genso Wanderer Reloaded,NS,0.02,NIS America,Role-Playing,17 Jul 18,https://www.vgchartz.com/games/boxart/full_137059AmericaFrontccc.png,https://www.vgchartz.com/game/221246/touhou-genso-wanderer-reloaded/?region=All
Beyblade Burst: Battle Zero,NS,0.02,FuRyu Corporation,Role-Playing,25 Oct 18,https://www.vgchartz.com/games/boxart/full_6959763JapanFrontccc.jpg,https://www.vgchartz.com/game/223020/beyblade-burst-battle-zero/?region=All
Fallen Legion: Rise to Glory,NS,0.02,NIS America,Role-Playing,29 May 18,https://www.vgchartz.com/games/boxart/full_9715081AmericaFrontccc.jpg,https://www.vgchartz.com/game/221187/fallen-legion-rise-to-glory/?region=All
Banner Saga Trilogy,NS,0.01,Gearbox Software,Role-Playing,21 Sep 18,https://www.vgchartz.com/games/boxart/full_1714722AmericaFrontccc.jpg,https://www.vgchartz.com/game/222389/banner-saga-trilogy/?region=All
The Princess Guide,NS,0.01,NIS America,Role-Playing,15 Mar 19,https://www.vgchartz.com/games/boxart/full_2985736AmericaFrontccc.jpg,https://www.vgchartz.com/game/221498/the-princess-guide/?region=All
Lapis x Labyrinth,NS,0.01,Nippon Ichi Software,Role-Playing,29 Nov 18,https://www.vgchartz.com/games/boxart/full_2044999JapanFrontccc.jpg,https://www.vgchartz.com/game/223314/lapis-x-labyrinth/?region=All
WORKxWORK,NS,0.01,FuRyu Corporation,Role-Playing,04 Oct 18,https://www.vgchartz.com/games/boxart/full_1086485JapanFrontccc.jpg,https://www.vgchartz.com/game/222972/workxwork/?region=All
Atelier: The Alchemist of Arland 1-2-3 DX,NS,0.01,Koei Tecmo,Role-Playing,20 Sep 18,https://www.vgchartz.com/games/boxart/full_191309JapanFrontccc.jpg,https://www.vgchartz.com/game/222907/atelier-the-alchemist-of-arland-1-2-3-dx/?region=All
Splatoon 2,NS,10.13,Nintendo,Shooter,21 Jul 17,https://www.vgchartz.com/games/boxart/full_7536933AmericaFrontccc.png,https://www.vgchartz.com/game/153120/splatoon-2/?region=All
Fortnite,NS,0.69,Warner Bros. Interactive Entertainment,Shooter,16 Nov 18,https://www.vgchartz.com/games/boxart/full_832431PALFrontccc.jpg,https://www.vgchartz.com/game/222219/fortnite/?region=All
Doom (2016),NS,0.43,Bethesda Softworks,Shooter,10 Nov 17,https://www.vgchartz.com/games/boxart/full_9745171AmericaFrontccc.jpg,https://www.vgchartz.com/game/203409/doom-2016/?region=All
Payday 2,NS,0.12,505 Games,Shooter,27 Feb 18,https://www.vgchartz.com/games/boxart/full_1969050AmericaFrontccc.png,https://www.vgchartz.com/game/220591/payday-2/?region=All
Wolfenstein II: The New Colossus,NS,0.11,Bethesda Softworks,Shooter,29 Jun 18,https://www.vgchartz.com/games/boxart/full_7812889AmericaFrontccc.jpg,https://www.vgchartz.com/game/203408/wolfenstein-ii-the-new-colossus/?region=All
Wild Guns Reloaded,NS,0.07,Natsume,Shooter,17 Apr 18,https://www.vgchartz.com/games/boxart/full_544015AmericaFrontccc.jpg,https://www.vgchartz.com/game/221179/wild-guns-reloaded/?region=All
Touhou Kobuto V: Burst Battle,NS,0.06,NIS America,Shooter,10 Oct 17,https://www.vgchartz.com/games/boxart/full_4842375AmericaFrontccc.jpg,https://www.vgchartz.com/game/194041/touhou-kobuto-v-burst-battle/?region=All
Hunting Simulator,NS,0.02,Bigben Interactive,Shooter,10 Jul 18,https://www.vgchartz.com/games/boxart/full_4621915AmericaFrontccc.jpg,https://www.vgchartz.com/game/221908/hunting-simulator/?region=All
Big Buck Hunter Arcade,NS,0.01,GameMill Entertainment,Shooter,16 Oct 18,https://www.vgchartz.com/games/boxart/full_1374521AmericaFrontccc.jpeg,https://www.vgchartz.com/game/222211/big-buck-hunter-arcade/?region=All
Animal Crossing: New Horizons,NS,13.41,Nintendo,Simulation,20 Mar 20,https://www.vgchartz.com/games/boxart/full_5208890AmericaFrontccc.jpg,https://www.vgchartz.com/game/222779/animal-crossing-new-horizons/?region=All
Overcooked! 2,NS,0.29,Sold Out,Simulation,07 Aug 18,https://www.vgchartz.com/games/boxart/full_1201752AmericaFrontccc.jpg,https://www.vgchartz.com/game/222193/overcooked-2/?region=All
Harvest Moon: Light of Hope,NS,0.17,Natsume,Simulation,29 May 18,https://www.vgchartz.com/games/boxart/full_2312877AmericaFrontccc.jpg,https://www.vgchartz.com/game/221178/harvest-moon-light-of-hope/?region=All
Little Dragons Café,NS,0.13,Aksys Games,Simulation,24 Aug 18,https://www.vgchartz.com/games/boxart/full_5719259AmericaFrontccc.jpg,https://www.vgchartz.com/game/221486/little-dragons-cafe/?region=All
Farming Simulator 17,NS,0.13,Focus Home Interactive,Simulation,07 Nov 17,https://www.vgchartz.com/games/boxart/full_4305058AmericaFrontccc.jpg,https://www.vgchartz.com/game/208593/farming-simulator-17/?region=All
Overcooked Special Edition,NS,0.11,Team 17,Simulation,13 Feb 18,https://www.vgchartz.com/games/boxart/full_1078014AmericaFrontccc.jpg,https://www.vgchartz.com/game/220605/overcooked-special-edition/?region=All
Bass Pro Shops: The Strike - Championship Edition,NS,0.07,Planet Entertainment,Simulation,09 Nov 18,https://www.vgchartz.com/games/boxart/full_4746180AmericaFrontccc.jpg,https://www.vgchartz.com/game/222527/bass-pro-shops-the-strike-championship-edition/?region=All
Cabela's The Hunt: Championship Edition Bundle,NS,0.07,Planet Entertainment,Simulation,09 Nov 18,https://www.vgchartz.com/games/boxart/full_8209916AmericaFrontccc.jpg,https://www.vgchartz.com/game/222528/cabelas-the-hunt-championship-edition-bundle/?region=All
My Riding Stables: Life with Horses,NS,0.05,TREVA Entertainment,Simulation,13 Nov 18,https://www.vgchartz.com/games/boxart/full_1635701AmericaFrontccc.jpg,https://www.vgchartz.com/game/222447/my-riding-stables-life-with-horses/?region=All
Cats Together,NS,0.02,Bandai Namco Games,Simulation,01 Nov 18,https://www.vgchartz.com/games/boxart/full_923165JapanFrontccc.jpg,https://www.vgchartz.com/game/223018/cats-together/?region=All
Gal Gun 2,NS,0.02,PQube,Simulation,24 Apr 18,https://www.vgchartz.com/games/boxart/full_4302280AmericaFrontccc.jpg,https://www.vgchartz.com/game/220835/gal-gun-2/?region=All
Project Highrise: Architect's Edition,NS,0.02,Kalypso Media,Simulation,13 Nov 18,https://www.vgchartz.com/games/boxart/full_8904077AmericaFrontccc.jpg,https://www.vgchartz.com/game/222253/project-highrise-architects-edition/?region=All
Rapala Fishing Pro Series,NS,0.02,GameMill Entertainment,Simulation,16 Oct 18,https://www.vgchartz.com/games/boxart/full_2005849AmericaFrontccc.jpg,https://www.vgchartz.com/game/222210/rapala-fishing-pro-series/?region=All
Champion Jockey Special,NS,0.01,Tecmo Koei,Simulation,14 Sep 17,https://www.vgchartz.com/games/boxart/full_6132851JapanFrontccc.jpg,https://www.vgchartz.com/game/204249/champion-jockey-special/?region=All
Neo Atlas 1469,NS,0.01,Studio Artdink,Simulation,19 Apr 18,https://www.vgchartz.com/games/boxart/full_4183615JapanFrontccc.jpg,https://www.vgchartz.com/game/220861/neo-atlas-1469/?region=All
Mario Tennis Aces,NS,2.75,Nintendo,Sports,22 Jun 18,https://www.vgchartz.com/games/boxart/full_3754726AmericaFrontccc.jpg,https://www.vgchartz.com/game/220629/mario-tennis-aces/?region=All
FIFA 18,NS,1.10,EA Sports,Sports,29 Sep 17,https://www.vgchartz.com/games/boxart/full_3285439AmericaFrontccc.jpg,https://www.vgchartz.com/game/180527/fifa-18/?region=All
FIFA 19,NS,0.75,Electronic Arts,Sports,28 Sep 18,https://www.vgchartz.com/games/boxart/full_7629243AmericaFrontccc.jpg,https://www.vgchartz.com/game/222167/fifa-19/?region=All
NBA 2K18,NS,0.43,2K Sports,Sports,19 Sep 17,https://www.vgchartz.com/games/boxart/full_1832878AmericaFrontccc.jpg,https://www.vgchartz.com/game/174556/nba-2k18/?region=All
Rocket League,NS,0.40,505 Games,Sports,16 Jan 18,https://www.vgchartz.com/games/boxart/full_7402618AmericaFrontccc.jpg,https://www.vgchartz.com/game/182724/rocket-league/?region=All
NBA 2K19,NS,0.30,2K Sports,Sports,11 Sep 18,https://www.vgchartz.com/games/boxart/full_1194945AmericaFrontccc.jpg,https://www.vgchartz.com/game/222085/nba-2k19/?region=All
WWE 2K18,NS,0.23,2K Sports,Sports,05 Dec 17,https://www.vgchartz.com/games/boxart/full_6513128AmericaFrontccc.jpg,https://www.vgchartz.com/game/189446/wwe-2k18/?region=All
Sports Party,NS,0.17,Ubisoft,Sports,30 Oct 18,https://www.vgchartz.com/games/boxart/full_9671191AmericaFrontccc.jpg,https://www.vgchartz.com/game/222718/sports-party/?region=All
