game,Console,TotalSales,Publisher,genre,Releasedate,urlimg,urlgame
ReCore,XOne,0.26,Microsoft Studios,Action-Adventure,13 Sep 16,https://www.vgchartz.com/games/boxart/full_3578190AmericaFrontccc.jpg,https://www.vgchartz.com/game/85666/recore/?region=All
No Man's Sky,XOne,0.23,505 Games,Action-Adventure,24 Jul 18,https://www.vgchartz.com/games/boxart/full_9028570AmericaFrontccc.jpg,https://www.vgchartz.com/game/221764/no-mans-sky/?region=All
The Amazing Spider-Man 2 (2014),XOne,0.22,Activision,Action-Adventure,29 Apr 14,https://www.vgchartz.com/games/boxart/full_1916509AmericaFrontccc.jpg,https://www.vgchartz.com/game/78450/the-amazing-spider-man-2-2014/?region=All
Hitman 2,XOne,0.22,Warner Bros. Interactive Entertainment,Action-Adventure,13 Nov 18,https://www.vgchartz.com/games/boxart/full_498052AmericaFrontccc.jpg,https://www.vgchartz.com/game/222091/hitman-2/?region=All
State of Decay: Year One Survival Edition,XOne,0.21,Microsoft Studios,Action-Adventure,28 Apr 15,https://www.vgchartz.com/games/boxart/full_4192520AmericaFrontccc.jpg,https://www.vgchartz.com/game/85390/state-of-decay-year-one-survival-edition/?region=All
Sleeping Dogs: Definitive Edition,XOne,0.20,Square Enix,Action-Adventure,14 Oct 14,https://www.vgchartz.com/games/boxart/full_7379737AmericaFrontccc.jpg,https://www.vgchartz.com/game/84725/sleeping-dogs-definitive-edition/?region=All
Murdered: Soul Suspect,XOne,0.17,Square Enix,Action-Adventure,03 Jun 14,https://www.vgchartz.com/games/boxart/full_2011705AmericaFrontccc.jpg,https://www.vgchartz.com/game/78938/murdered-soul-suspect/?region=All
Starlink: Battle for Atlas,XOne,0.10,Ubisoft,Action-Adventure,16 Oct 18,https://www.vgchartz.com/games/boxart/full_2500209AmericaFrontccc.jpg,https://www.vgchartz.com/game/222158/starlink-battle-for-atlas/?region=All
Resident Evil: Origins Collection,XOne,0.10,Capcom,Action-Adventure,19 Jan 16,https://www.vgchartz.com/games/boxart/full_4880577AmericaFrontccc.jpg,https://www.vgchartz.com/game/85545/resident-evil-origins-collection/?region=All
We Happy Few,XOne,0.09,Gearbox Software,Action-Adventure,10 Aug 18,https://www.vgchartz.com/games/boxart/full_5651077AmericaFrontccc.jpg,https://www.vgchartz.com/game/204843/we-happy-few/?region=All
Darksiders II: Deathinitive Edition,XOne,0.08,Nordic Games,Action-Adventure,30 Oct 15,https://www.vgchartz.com/games/boxart/full_526272AmericaFrontccc.jpg,https://www.vgchartz.com/game/85863/darksiders-ii-deathinitive-edition/?region=All
Disneyland Adventures,XOne,0.07,Microsoft Studios,Action-Adventure,31 Oct 17,https://www.vgchartz.com/games/boxart/full_1675963AmericaFrontccc.jpg,https://www.vgchartz.com/game/210251/disneyland-adventures/?region=All
Shenmue I & II,XOne,0.07,Sega,Action-Adventure,21 Aug 18,https://www.vgchartz.com/games/boxart/full_8754607AmericaFrontccc.jpg,https://www.vgchartz.com/game/221913/shenmue-i-amp-ii/?region=All
Conan Exiles,XOne,0.06,Maximum Games,Action-Adventure,08 May 18,https://www.vgchartz.com/games/boxart/full_582231AmericaFrontccc.jpg,https://www.vgchartz.com/game/221380/conan-exiles/?region=All
Resident Evil 4,XOne,0.05,Capcom,Action-Adventure,30 Aug 16,https://www.vgchartz.com/games/boxart/full_8270207AmericaFrontccc.jpg,https://www.vgchartz.com/game/120132/resident-evil-4/?region=All
Hotel Transylvania 3: Monsters Overboard,XOne,0.04,Outright Games,Action-Adventure,10 Jul 18,https://www.vgchartz.com/games/boxart/full_4394632AmericaFrontccc.jpg,https://www.vgchartz.com/game/222049/hotel-transylvania-3-monsters-overboard/?region=All
Darksiders: Warmastered Edition,XOne,0.04,THQ Nordic,Action-Adventure,22 Nov 16,https://www.vgchartz.com/games/boxart/full_1155589AmericaFrontccc.jpg,https://www.vgchartz.com/game/132802/darksiders-warmastered-edition/?region=All
Assassin's Creed Rogue Remastered,XOne,0.04,Ubisoft,Action-Adventure,20 Mar 18,https://www.vgchartz.com/games/boxart/full_8785538PALFrontccc.jpg,https://www.vgchartz.com/game/220926/assassins-creed-rogue-remastered/?region=All
Earthfall,XOne,0.03,Gearbox Software,Action-Adventure,13 Jul 18,https://www.vgchartz.com/games/boxart/full_7944546AmericaFrontccc.jpg,https://www.vgchartz.com/game/222003/earthfall/?region=All
Beast Quest,XOne,0.03,Maximum Games,Action-Adventure,13 Mar 18,https://www.vgchartz.com/games/boxart/full_6609531AmericaFrontccc.jpg,https://www.vgchartz.com/game/220589/beast-quest/?region=All
Hellblade: Senua's Sacrifice,XOne,0.03,Microsoft Studios,Action-Adventure,04 Dec 18,https://www.vgchartz.com/games/boxart/full_1027566AmericaFrontccc.jpg,https://www.vgchartz.com/game/222621/hellblade-senuas-sacrifice/?region=All
Agony,XOne,0.02,Maximum Games,Action-Adventure,29 May 18,https://www.vgchartz.com/games/boxart/full_6097558AmericaFrontccc.jpg,https://www.vgchartz.com/game/221943/agony/?region=All
Override: Mech City Brawl,XOne,0.02,Modus Games,Action-Adventure,04 Dec 18,https://www.vgchartz.com/games/boxart/full_5854685AmericaFrontccc.jpg,https://www.vgchartz.com/game/222348/override-mech-city-brawl/?region=All
Rise of the Tomb Raider,XOne,1.00,Square Enix,Adventure,10 Nov 15,https://www.vgchartz.com/games/boxart/full_2029589AmericaFrontccc.png,https://www.vgchartz.com/game/82908/rise-of-the-tomb-raider/?region=All
Minecraft: Story Mode,XOne,0.77,Mojang,Adventure,27 Oct 15,https://www.vgchartz.com/games/boxart/full_1163890AmericaFrontccc.jpg,https://www.vgchartz.com/game/85928/minecraft-story-mode/?region=All
Alien: Isolation,XOne,0.52,Sega,Adventure,07 Oct 14,https://www.vgchartz.com/games/boxart/full_9891506AmericaFrontccc.jpg,https://www.vgchartz.com/game/77803/alien-isolation/?region=All
Minecraft: Story Mode - Season Two,XOne,0.27,Telltale Games,Adventure,19 Sep 17,https://www.vgchartz.com/games/boxart/full_7508201AmericaFrontccc.jpg,https://www.vgchartz.com/game/192930/minecraft-story-mode-season-two/?region=All
L.A. Noire,XOne,0.25,Rockstar Games,Adventure,14 Nov 17,https://www.vgchartz.com/games/boxart/full_6677926AmericaFrontccc.jpg,https://www.vgchartz.com/game/202278/la-noire/?region=All
Rush: A Disney Pixar Adventure,XOne,0.17,Microsoft Studios,Adventure,31 Oct 17,https://www.vgchartz.com/games/boxart/full_5761472AmericaFrontccc.jpg,https://www.vgchartz.com/game/212052/rush-a-disney-pixar-adventure/?region=All
The Walking Dead: Season One,XOne,0.16,Telltale Games,Adventure,14 Oct 14,https://www.vgchartz.com/games/boxart/full_7079689AmericaFrontccc.jpg,https://www.vgchartz.com/game/84806/the-walking-dead-season-one/?region=All
The Walking Dead - The Telltale Series: A New Frontier,XOne,0.12,Warner Bros. Interactive Entertainment,Adventure,28 Feb 17,https://www.vgchartz.com/games/boxart/full_8516455AmericaFrontccc.png,https://www.vgchartz.com/game/133968/the-walking-dead-the-telltale-series-a-new-frontier/?region=All
Life is Strange,XOne,0.12,Square Enix,Adventure,19 Jan 16,https://www.vgchartz.com/games/boxart/full_3818696AmericaFrontccc.jpg,https://www.vgchartz.com/game/84065/life-is-strange/?region=All
Life Is Strange: Before the Storm,XOne,0.09,Square Enix,Adventure,06 Mar 18,https://www.vgchartz.com/games/boxart/full_8488396AmericaFrontccc.png,https://www.vgchartz.com/game/220161/life-is-strange-before-the-storm/?region=All
The Wolf Among Us,XOne,0.09,Telltale Games,Adventure,04 Nov 14,https://www.vgchartz.com/games/boxart/full_4441286PALFrontccc.jpg,https://www.vgchartz.com/game/84784/the-wolf-among-us/?region=All
Sherlock Holmes: Crimes & Punishments,XOne,0.08,Focus Home Interactive,Adventure,30 Sep 14,https://www.vgchartz.com/games/boxart/full_4071566AmericaFrontccc.jpg,https://www.vgchartz.com/game/84659/sherlock-holmes-crimes-amp-punishments/?region=All
Batman: A Telltale Game Series,XOne,0.07,Telltale Games,Adventure,13 Sep 16,https://www.vgchartz.com/games/boxart/full_8342191AmericaFrontccc.jpg,https://www.vgchartz.com/game/124376/batman-a-telltale-game-series/?region=All
Subnautica,XOne,0.07,Gearbox Software,Adventure,04 Dec 18,https://www.vgchartz.com/games/boxart/full_8525080AmericaFrontccc.jpg,https://www.vgchartz.com/game/222356/subnautica/?region=All
Hello Neighbor: Hide & Seek,XOne,0.07,Gearbox Software,Adventure,07 Dec 18,https://www.vgchartz.com/games/boxart/full_943588AmericaFrontccc.jpg,https://www.vgchartz.com/game/222841/hello-neighbor-hide-amp-seek/?region=All
Sherlock Holmes: The Devil's Daughter,XOne,0.06,Bigben Interactive,Adventure,25 Oct 16,https://www.vgchartz.com/games/boxart/full_3884583AmericaFrontccc.jpg,https://www.vgchartz.com/game/119057/sherlock-holmes-the-devils-daughter/?region=All
The Invisible Hours,XOne,0.05,Tequila Works,Adventure,24 Apr 18,https://www.vgchartz.com/games/boxart/full_2172080AmericaFrontccc.jpg,https://www.vgchartz.com/game/221375/the-invisible-hours/?region=All
Marvel's Guardians of the Galaxy: The Telltale Series,XOne,0.05,Warner Bros. Interactive Entertainment,Adventure,02 May 17,https://www.vgchartz.com/games/boxart/full_5890013AmericaFrontccc.jpg,https://www.vgchartz.com/game/158400/marvels-guardians-of-the-galaxy-the-telltale-series/?region=All
Agatha Christie's The ABC Murders,XOne,0.05,Unfinished Pixel,Adventure,23 Feb 16,https://www.vgchartz.com/games/boxart/full_8573717AmericaFrontccc.jpg,https://www.vgchartz.com/game/86416/agatha-christies-the-abc-murders/?region=All
Brothers: A Tale of Two Sons,XOne,0.05,505 Games,Adventure,01 Sep 15,https://www.vgchartz.com/games/boxart/full_7268972AmericaFrontccc.jpg,https://www.vgchartz.com/game/85646/brothers-a-tale-of-two-sons/?region=All
The Walking Dead: A Telltale Series Collection,XOne,0.05,Warner Bros. Interactive Entertainment,Adventure,05 Dec 17,https://www.vgchartz.com/games/boxart/full_8075332AmericaFrontccc.jpg,https://www.vgchartz.com/game/217400/the-walking-dead-a-telltale-series-collection/?region=All
Batman: The Enemy Within,XOne,0.05,Telltale Games,Adventure,03 Oct 17,https://www.vgchartz.com/games/boxart/full_7911175AmericaFrontccc.jpg,https://www.vgchartz.com/game/193510/batman-the-enemy-within/?region=All
King's Quest: The Complete Collection,XOne,0.05,Activision,Adventure,24 Oct 16,https://www.vgchartz.com/games/boxart/full_4704169AmericaFrontccc.jpg,https://www.vgchartz.com/game/141655/kings-quest-the-complete-collection/?region=All
Adventure Time: Pirates of the Enchiridion,XOne,0.04,Outright Games,Adventure,17 Jul 18,https://www.vgchartz.com/games/boxart/full_3770916AmericaFrontccc.jpg,https://www.vgchartz.com/game/221376/adventure-time-pirates-of-the-enchiridion/?region=All
Game of Thrones: A Telltale Games Series,XOne,0.04,Telltale Games,Adventure,03 Dec 14,https://www.vgchartz.com/games/boxart/full_863424AmericaFrontccc.jpg,https://www.vgchartz.com/game/84858/game-of-thrones-a-telltale-games-series/?region=All
Scribblenauts Mega Pack,XOne,0.04,Warner Bros. Interactive Entertainment,Adventure,18 Sep 18,https://www.vgchartz.com/games/boxart/full_7552913AmericaFrontccc.jpg,https://www.vgchartz.com/game/222625/scribblenauts-mega-pack/?region=All
Don't Starve: Giant Edition,XOne,0.04,505 Games,Adventure,17 Apr 18,https://www.vgchartz.com/games/boxart/full_7703504AmericaFrontccc.jpg,https://www.vgchartz.com/game/85886/dont-starve-giant-edition/?region=All
Black Mirror,XOne,0.03,THQ Nordic,Adventure,28 Nov 17,https://www.vgchartz.com/games/boxart/full_6424952AmericaFrontccc.jpg,https://www.vgchartz.com/game/197164/black-mirror/?region=All
The Raven Remastered,XOne,0.03,THQ Nordic,Adventure,13 Mar 18,https://www.vgchartz.com/games/boxart/full_1166284AmericaFrontccc.jpg,https://www.vgchartz.com/game/220646/the-raven-remastered/?region=All
The Pillars of the Earth,XOne,0.03,Kalypso Media,Adventure,28 Nov 17,https://www.vgchartz.com/games/boxart/full_7384350AmericaFrontccc.jpg,https://www.vgchartz.com/game/213662/the-pillars-of-the-earth/?region=All
Rime,XOne,0.03,Grey Box,Adventure,26 May 17,https://www.vgchartz.com/games/boxart/full_9548980AmericaFrontccc.jpg,https://www.vgchartz.com/game/158309/rime/?region=All
Syberia III,XOne,0.02,Microids,Adventure,25 Apr 17,https://www.vgchartz.com/games/boxart/full_9707556AmericaFrontccc.jpg,https://www.vgchartz.com/game/84699/syberia-iii/?region=All
ABZU,XOne,0.02,505 Games,Adventure,31 Jan 17,https://www.vgchartz.com/games/boxart/full_7656783AmericaFrontccc.jpg,https://www.vgchartz.com/game/144805/abzu/?region=All
Broken Sword 5: The Serpent's Curse,XOne,0.02,Revolution Software,Adventure,04 Sep 15,https://www.vgchartz.com/games/boxart/full_8193637PALFrontccc.jpg,https://www.vgchartz.com/game/85918/broken-sword-5-the-serpents-curse/?region=All
Back to the Future: The Game,XOne,0.02,Telltale Games,Adventure,13 Oct 15,https://www.vgchartz.com/games/boxart/full_4960110AmericaFrontccc.jpg,https://www.vgchartz.com/game/85975/back-to-the-future-the-game/?region=All
The Town of Light,XOne,0.01,THQ Nordic,Adventure,24 Mar 17,https://www.vgchartz.com/games/boxart/full_7075384AmericaFrontccc.jpg,https://www.vgchartz.com/game/190939/the-town-of-light/?region=All
Mortal Kombat X,XOne,1.74,Warner Bros. Interactive Entertainment,Fighting,14 Apr 15,https://www.vgchartz.com/games/boxart/full_7809474AmericaFrontccc.jpg,https://www.vgchartz.com/game/82692/mortal-kombat-x/?region=All
Injustice 2,XOne,0.89,Warner Bros. Interactive Entertainment,Fighting,16 May 17,https://www.vgchartz.com/games/boxart/full_1003861AmericaFrontccc.jpg,https://www.vgchartz.com/game/117273/injustice-2/?region=All
Tekken 7,XOne,0.58,Namco Bandai Games,Fighting,02 Jun 17,https://www.vgchartz.com/games/boxart/full_5665965AmericaFrontccc.jpg,https://www.vgchartz.com/game/120136/tekken-7/?region=All
Dragon Ball FighterZ,XOne,0.52,Namco Bandai Games,Fighting,26 Jan 18,https://www.vgchartz.com/games/boxart/full_1752951AmericaFrontccc.jpg,https://www.vgchartz.com/game/181694/dragon-ball-fighterz/?region=All
WWE 2K19,XOne,0.48,2K Sports,Fighting,09 Oct 18,https://www.vgchartz.com/games/boxart/full_6324505AmericaFrontccc.jpg,https://www.vgchartz.com/game/222226/wwe-2k19/?region=All
EA Sports UFC,XOne,0.48,Electronic Arts,Fighting,17 Jun 14,https://www.vgchartz.com/games/boxart/full_576837AmericaFrontccc.jpg,https://www.vgchartz.com/game/73106/ea-sports-ufc/?region=All
Naruto Shippuden: Ultimate Ninja Storm 4,XOne,0.35,Namco Bandai Games,Fighting,09 Feb 16,https://www.vgchartz.com/games/boxart/full_9255825AmericaFrontccc.jpg,https://www.vgchartz.com/game/84976/naruto-shippuden-ultimate-ninja-storm-4/?region=All
Dragon Ball: Xenoverse,XOne,0.35,Namco Bandai Games,Fighting,24 Feb 15,https://www.vgchartz.com/games/boxart/full_4263871AmericaFrontccc.jpg,https://www.vgchartz.com/game/82942/dragon-ball-xenoverse/?region=All
Marvel vs. Capcom: Infinite,XOne,0.34,Capcom,Fighting,19 Sep 17,https://www.vgchartz.com/games/boxart/full_2387855AmericaFrontccc.png,https://www.vgchartz.com/game/157496/marvel-vs-capcom-infinite/?region=All
SoulCalibur VI,XOne,0.30,Bandai Namco Games,Fighting,19 Oct 18,https://www.vgchartz.com/games/boxart/full_1065977AmericaFrontccc.jpg,https://www.vgchartz.com/game/220570/soulcalibur-vi/?region=All
One Piece: Burning Blood,XOne,0.19,Namco Bandai Games,Fighting,31 May 16,https://www.vgchartz.com/games/boxart/full_571491AmericaFrontccc.jpg,https://www.vgchartz.com/game/85958/one-piece-burning-blood/?region=All
Fighter Within,XOne,0.17,Ubisoft,Fighting,19 Nov 13,https://www.vgchartz.com/games/boxart/full_2514942AmericaFrontccc.jpg,https://www.vgchartz.com/game/75494/fighter-within/?region=All
Naruto Shippuden: Ultimate Ninja Storm Legacy,XOne,0.14,Namco Bandai Games,Fighting,25 Aug 17,https://www.vgchartz.com/games/boxart/full_2903418AmericaFrontccc.jpg,https://www.vgchartz.com/game/168426/naruto-shippuden-ultimate-ninja-storm-legacy/?region=All
Ultimate Marvel vs. Capcom 3,XOne,0.14,Capcom,Fighting,07 Mar 17,https://www.vgchartz.com/games/boxart/full_1822274AmericaFrontccc.jpg,https://www.vgchartz.com/game/150130/ultimate-marvel-vs-capcom-3/?region=All
My Hero One's Justice,XOne,0.14,Bandai Namco Entertainment,Fighting,26 Oct 18,https://www.vgchartz.com/games/boxart/full_1811543AmericaFrontccc.jpg,https://www.vgchartz.com/game/221857/my-hero-ones-justice/?region=All
Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,XOne,0.12,Namco Bandai Games,Fighting,03 Feb 17,https://www.vgchartz.com/games/boxart/full_843142AmericaFrontccc.jpg,https://www.vgchartz.com/game/154979/naruto-shippuden-ultimate-ninja-storm-4-road-to-boruto/?region=All
Killer Instinct (2013),XOne,0.11,Microsoft Studios,Fighting,23 Sep 14,https://www.vgchartz.com/games/boxart/full_257651AmericaFrontccc.jpg,https://www.vgchartz.com/game/73067/killer-instinct-2013/?region=All
Dead or Alive 5 Last Round,XOne,0.10,Tecmo Koei,Fighting,17 Feb 15,https://www.vgchartz.com/games/boxart/full_4315490AmericaFrontccc.jpg,https://www.vgchartz.com/game/85040/dead-or-alive-5-last-round/?region=All
BlazBlue: Chrono Phantasma Extend,XOne,0.08,Arc System Works,Fighting,30 Jun 15,https://www.vgchartz.com/games/boxart/full_5128509AmericaFrontccc.jpg,https://www.vgchartz.com/game/85446/blazblue-chrono-phantasma-extend/?region=All
Street Fighter 30th Anniversary Collection,XOne,0.07,Capcom,Fighting,29 May 18,https://www.vgchartz.com/games/boxart/full_2307700AmericaFrontccc.jpg,https://www.vgchartz.com/game/220809/street-fighter-30th-anniversary-collection/?region=All
Guitar Hero Live,XOne,0.83,Activision,Music,20 Oct 15,https://www.vgchartz.com/games/boxart/full_3557748AmericaFrontccc.jpg,https://www.vgchartz.com/game/85380/guitar-hero-live/?region=All
Rock Band 4,XOne,0.75,Harmonix Music Systems,Music,06 Oct 15,https://www.vgchartz.com/games/boxart/full_1171515AmericaFrontccc.png,https://www.vgchartz.com/game/85234/rock-band-4/?region=All
Just Dance 2015,XOne,0.54,Ubisoft,Music,21 Oct 14,https://www.vgchartz.com/games/boxart/full_472435AmericaFrontccc.jpg,https://www.vgchartz.com/game/82945/just-dance-2015/?region=All
Just Dance 2014,XOne,0.48,Ubisoft,Music,22 Nov 13,https://www.vgchartz.com/games/boxart/full_2746807AmericaFrontccc.jpg,https://www.vgchartz.com/game/73117/just-dance-2014/?region=All
Rocksmith 2014,XOne,0.43,Ubisoft,Music,04 Oct 16,https://www.vgchartz.com/games/boxart/full_929846AmericaFrontccc.jpg,https://www.vgchartz.com/game/84778/rocksmith-2014/?region=All
Just Dance 2016,XOne,0.38,Ubisoft,Music,20 Oct 15,https://www.vgchartz.com/games/boxart/full_2151884AmericaFrontccc.jpg,https://www.vgchartz.com/game/85744/just-dance-2016/?region=All
Just Dance 2017,XOne,0.34,Ubisoft,Music,25 Oct 16,https://www.vgchartz.com/games/boxart/full_7099220AmericaFrontccc.jpg,https://www.vgchartz.com/game/119951/just-dance-2017/?region=All
Just Dance 2018,XOne,0.21,Ubisoft,Music,24 Oct 17,https://www.vgchartz.com/games/boxart/full_1647919AmericaFrontccc.jpg,https://www.vgchartz.com/game/203196/just-dance-2018/?region=All
Fantasia: Music Evolved,XOne,0.19,Disney Interactive Studios,Music,21 Oct 14,https://www.vgchartz.com/games/boxart/full_9297606AmericaFrontccc.jpg,https://www.vgchartz.com/game/73087/fantasia-music-evolved/?region=All
Just Dance 2019,XOne,0.15,Ubisoft,Music,23 Oct 18,https://www.vgchartz.com/games/boxart/full_1040009AmericaFrontccc.jpg,https://www.vgchartz.com/game/222184/just-dance-2019/?region=All
Rocksmith 2014 Edition Remastered,XOne,0.13,Ubisoft,Music,04 Oct 16,https://www.vgchartz.com/games/boxart/full_1852064AmericaFrontccc.jpg,https://www.vgchartz.com/game/132805/rocksmith-2014-edition-remastered/?region=All
Just Dance: Disney Party 2,XOne,0.08,Ubisoft,Music,20 Oct 15,https://www.vgchartz.com/games/boxart/full_2973918AmericaFrontccc.jpg,https://www.vgchartz.com/game/85870/just-dance-disney-party-2/?region=All
Just Sing,XOne,0.05,Ubisoft,Music,06 Sep 16,https://www.vgchartz.com/games/boxart/full_7952417AmericaFrontccc.jpg,https://www.vgchartz.com/game/130885/just-sing/?region=All
Carnival Games,XOne,0.05,2K Games,Party,06 Nov 18,https://www.vgchartz.com/games/boxart/full_5826878AmericaFrontccc.jpg,https://www.vgchartz.com/game/222856/carnival-games/?region=All
Spyro Reignited Trilogy,XOne,0.65,Activision,Platform,13 Nov 18,https://www.vgchartz.com/games/boxart/full_9621398AmericaFrontccc.jpg,https://www.vgchartz.com/game/221818/spyro-reignited-trilogy/?region=All
Crash Bandicoot N. Sane Trilogy,XOne,0.65,Activision,Platform,29 Jun 18,https://www.vgchartz.com/games/boxart/full_1017009AmericaFrontccc.jpg,https://www.vgchartz.com/game/221286/crash-bandicoot-n-sane-trilogy/?region=All
Skylanders: Trap Team,XOne,0.45,Activision,Platform,05 Oct 14,https://www.vgchartz.com/games/boxart/full_6475281AmericaFrontccc.jpg,https://www.vgchartz.com/game/81436/skylanders-trap-team/?region=All
Rayman Legends,XOne,0.38,Ubisoft,Platform,18 Feb 14,https://www.vgchartz.com/games/boxart/full_6589094AmericaFrontccc.jpg,https://www.vgchartz.com/game/78923/rayman-legends/?region=All
LEGO City Undercover,XOne,0.30,Warner Bros. Interactive Entertainment,Platform,04 Apr 17,https://www.vgchartz.com/games/boxart/full_4808012PALFrontccc.jpg,https://www.vgchartz.com/game/153122/lego-city-undercover/?region=All
Sonic Forces,XOne,0.29,Sega,Platform,07 Nov 17,https://www.vgchartz.com/games/boxart/full_5027641AmericaFrontccc.jpg,https://www.vgchartz.com/game/194442/sonic-forces/?region=All
Skylanders Imaginators,XOne,0.27,Activision,Platform,16 Oct 16,https://www.vgchartz.com/games/boxart/full_5952120AmericaFrontccc.jpg,https://www.vgchartz.com/game/117540/skylanders-imaginators/?region=All
Mega Man Legacy Collection,XOne,0.27,Capcom,Platform,25 Aug 15,https://www.vgchartz.com/games/boxart/full_7618466AmericaFrontccc.jpg,https://www.vgchartz.com/game/85881/mega-man-legacy-collection/?region=All
Super Lucky's Tale,XOne,0.22,Microsoft Studios,Platform,07 Nov 17,https://www.vgchartz.com/games/boxart/full_2422556AmericaFrontccc.jpg,https://www.vgchartz.com/game/182725/super-luckys-tale/?region=All
Mirror's Edge Catalyst,XOne,0.19,Electronic Arts,Platform,07 Jun 16,https://www.vgchartz.com/games/boxart/full_6885442AmericaFrontccc.jpg,https://www.vgchartz.com/game/75887/mirrors-edge-catalyst/?region=All
Little Nightmares,XOne,0.16,Namco Bandai Games,Platform,28 Apr 17,https://www.vgchartz.com/games/boxart/full_7172124AmericaFrontccc.jpg,https://www.vgchartz.com/game/155312/little-nightmares/?region=All
Sonic Mania,XOne,0.13,Sega,Platform,15 Aug 17,https://www.vgchartz.com/games/boxart/full_8374688AmericaFrontccc.jpg,https://www.vgchartz.com/game/133962/sonic-mania/?region=All
Yooka-Laylee,XOne,0.10,Sold Out,Platform,11 Apr 17,https://www.vgchartz.com/games/boxart/full_3314309AmericaFrontccc.jpg,https://www.vgchartz.com/game/85443/yooka-laylee/?region=All
Shovel Knight,XOne,0.08,Yacht Club Games,Platform,13 Oct 15,https://www.vgchartz.com/games/boxart/full_749154AmericaFrontccc.jpg,https://www.vgchartz.com/game/85566/shovel-knight/?region=All
Mega Man 11,XOne,0.06,Capcom,Platform,02 Oct 18,https://www.vgchartz.com/games/boxart/full_313363AmericaFrontccc.jpg,https://www.vgchartz.com/game/222040/mega-man-11/?region=All
Mighty No. 9,XOne,0.05,Eidos Interactive Ltd,Platform,01 Jul 15,https://www.vgchartz.com/games/boxart/full_5050AmericaFrontccc.jpg,https://www.vgchartz.com/game/77083/mighty-no-9/?region=All
Paw Patrol on a Roll,XOne,0.04,Outright Games,Platform,23 Oct 18,https://www.vgchartz.com/games/boxart/full_92882AmericaFrontccc.jpg,https://www.vgchartz.com/game/222521/paw-patrol-on-a-roll/?region=All
Mega Man X Legacy Collection 1+2,XOne,0.04,Capcom Entertainment,Platform,24 Jul 18,https://www.vgchartz.com/games/boxart/full_636717AmericaFrontccc.jpg,https://www.vgchartz.com/game/221855/mega-man-x-legacy-collection-12/?region=All
Scribblenauts: Showdown,XOne,0.04,Warner Bros. Interactive,Platform,06 Mar 18,https://www.vgchartz.com/games/boxart/full_2483438AmericaFrontccc.jpg,https://www.vgchartz.com/game/220821/scribblenauts-showdown/?region=All
INSIDE / LIMBO Double Pack,XOne,0.03,505 Games,Platform,12 Sep 17,https://www.vgchartz.com/games/boxart/full_2113615PALFrontccc.jpg,https://www.vgchartz.com/game/204849/inside-limbo-double-pack/?region=All
Rad Rodgers,XOne,0.02,THQ Nordic,Platform,21 Feb 18,https://www.vgchartz.com/games/boxart/full_7458574PALFrontccc.jpg,https://www.vgchartz.com/game/220596/rad-rodgers/?region=All
Angry Birds: Star Wars,XOne,0.16,Activision,Puzzle,22 Nov 13,https://www.vgchartz.com/games/boxart/full_7546358AmericaFrontccc.jpg,https://www.vgchartz.com/game/76929/angry-birds-star-wars/?region=All
Bendy and the Ink Machine,XOne,0.16,Rooster Teeth Games,Puzzle,20 Nov 18,https://www.vgchartz.com/games/boxart/full_9890250AmericaFrontccc.jpg,https://www.vgchartz.com/game/222538/bendy-and-the-ink-machine/?region=All
Marvel Pinball: Epic Collection Volume 1,XOne,0.05,Nighthawk Interactive,Puzzle,08 Nov 16,https://www.vgchartz.com/games/boxart/full_154243AmericaFrontccc.jpg,https://www.vgchartz.com/game/143150/marvel-pinball-epic-collection-volume-1/?region=All
Super Bomberman R,XOne,0.03,Konami Digital Entertainment,Puzzle,12 Jun 18,https://www.vgchartz.com/games/boxart/full_7215128AmericaFrontccc.jpg,https://www.vgchartz.com/game/221492/super-bomberman-r/?region=All
Bridge Constructor Portal,XOne,0.02,Nighthawk Interactive,Puzzle,28 Aug 18,https://www.vgchartz.com/games/boxart/full_4934991AmericaFrontccc.jpg,https://www.vgchartz.com/game/222331/bridge-constructor-portal/?region=All
The Inner World: The Last Wind Monk,XOne,0.02,Kalypso Media,Puzzle,24 Oct 17,https://www.vgchartz.com/games/boxart/full_9906536AmericaFrontccc.jpg,https://www.vgchartz.com/game/213700/the-inner-world-the-last-wind-monk/?region=All
Forza Horizon 3,XOne,2.50,Microsoft Studios,Racing,27 Sep 16,https://www.vgchartz.com/games/boxart/full_8430955AmericaFrontccc.jpg,https://www.vgchartz.com/game/119955/forza-horizon-3/?region=All
Forza Motorsport 5,XOne,2.40,Microsoft Studios,Racing,22 Nov 13,https://www.vgchartz.com/games/boxart/full_1540980PALFrontccc.jpg,https://www.vgchartz.com/game/72222/forza-motorsport-5/?region=All
Forza Horizon 4,XOne,1.84,Microsoft Studios,Racing,02 Oct 18,https://www.vgchartz.com/games/boxart/full_631964AmericaFrontccc.jpg,https://www.vgchartz.com/game/222117/forza-horizon-4/?region=All
Forza Motorsport 7,XOne,1.52,Microsoft Studios,Racing,03 Oct 17,https://www.vgchartz.com/games/boxart/full_9390152AmericaFrontccc.jpg,https://www.vgchartz.com/game/181656/forza-motorsport-7/?region=All
